,Unnamed: 0,Escola,Curso,Cor ,Genero,Ano,Idade,Demora dormir,Sonhos ruins,Qualidade do sono,Relação com Amigos,Relação com Professores,Auto-Imag,Fisico,Social,Verbal,Material,Virtual,Mora com pais,Escolari-mãe,Escolari-pai,Nota-exatas,Nota-humanas,Nota-biológicas,Tipo escola,Nota-media
327,327,SJ,Integrado,Branca,Feminino,3,17,1-2 vezes por semana,0,Ruim,Muito boa,Muito boa,Muito boa,0,2,0,0,0,Não,Pós-graduação,Ensino médio,5,5,5,Privada,5.0
200,200,IFSP,Integrado,Negra,Feminino,2,17,> 3 vezes por semana,2,Ruim,Boa,Muito boa,Boa,0,5,3,0,2,Não,Pós-graduação,Pós-graduação,3,4,4,Pública,3.6666666666666665
437,437,ETEC-BQ,Conc-Sub,Parda,Feminino,1,19,> 3 vezes por semana,1,Boa,Boa,Boa,Regular,0,0,0,0,0,Não,Fundamental 2,Fundamental 1,5,4,4,Pública,4.333333333333333
27,27,ETIM,Integrado,Branca,Feminino,3,17,2-3 vezes por semana,1,Ruim,Muito ruim,Ruim,Ruim,0,6,6,0,0,Não,Pós-graduação,Ensino médio,2,3,3,Pública,2.6666666666666665
382,382,ETEC-BQ,Conc-Sub,Parda,Feminino,2,16,> 3 vezes por semana,0,Regular,Boa,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,5,4,4,Pública,4.333333333333333
230,230,IFSP,Integrado,Branca,Feminino,1,16,2-3 vezes por semana,1,Regular,Boa,Muito boa,Muito boa,0,0,0,0,0,Sim,Graduação,Fundamental 2,3,3,3,Pública,3.0
260,260,RB,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,1,Regular,Muito boa,Boa,Boa,0,1,0,0,0,Sim,Ensino médio,Graduação,4,5,4,Privada,4.333333333333333
288,288,RB,Integrado,Branca,Feminino,3,17,< 1 vez por semana,1,Boa,Muito boa,Muito boa,Boa,0,1,0,0,0,Não,Graduação,Graduação,4,4,4,Privada,4.0
162,162,ETIM,Integrado,Branca,Masculino,1,16,> 3 vezes por semana,0,Ruim,Boa,Boa,Muito boa,0,2,2,1,1,Não,Ensino médio,Graduação,2,5,4,Pública,3.6666666666666665
417,417,ETEC-BQ,Conc-Sub,Parda,Masculino,1,17,> 3 vezes por semana,1,Boa,Boa,Regular,Regular,0,0,0,0,0,Sim,Fundamental 2,Ensino médio,3,4,4,Pública,3.6666666666666665
138,138,ETIM,Integrado,Branca,Feminino,2,17,> 3 vezes por semana,1,Regular,Boa,Boa,Regular,0,0,0,0,0,Sim,Ensino médio,Graduação,3,4,3,Pública,3.333333333333333
62,62,ETIM,Integrado,Branca,Masculino,2,17,1-2 vezes por semana,1,Muito boa,Regular,Muito boa,Ruim,4,0,2,1,1,Sim,Graduação,Graduação,5,3,4,Pública,4.0
135,135,ETIM,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,1,Boa,Muito boa,Regular,Boa,1,4,4,0,3,Sim,Fundamental 1,Ensino médio,3,4,3,Pública,3.333333333333333
128,128,ETIM,Integrado,Parda,Feminino,3,18,> 3 vezes por semana,1,Muito ruim,Muito boa,Boa,Muito ruim,0,1,3,2,0,Não,Graduação,Ensino médio,3,5,3,Pública,3.6666666666666665
465,465,ETEC-HM,Conc-Sub,Negra,Feminino,1,19,> 3 vezes por semana,2,Regular,Muito boa,Muito boa,Regular,0,0,0,0,0,Sim,Ensino médio,Ensino médio,5,5,4,Pública,4.666666666666667
8,8,ETIM,Integrado,Parda,Feminino,1,16,1-2 vezes por semana,0,Muito ruim,Muito boa,Boa,Regular,1,2,0,0,4,Sim,Ensino médio,Ensino médio,4,3,3,Pública,3.333333333333333
326,326,SJ,Integrado,Branca,Feminino,3,17,< 1 vez por semana,0,Regular,Boa,Boa,Boa,0,2,6,0,5,Não,Ensino médio,Graduação,3,5,3,Privada,3.6666666666666665
453,453,ETEC-BQ,Conc-Sub,Branca,Masculino,3,19,2-3 vezes por semana,1,Regular,Boa,Boa,Ruim,0,0,3,0,0,Sim,Ensino médio,Fundamental 1,3,3,3,Pública,3.0
64,64,ETIM,Integrado,Branca,Masculino,1,15,> 3 vezes por semana,2,Ruim,Muito boa,Muito boa,Regular,0,5,2,2,0,Não,Ensino médio,Ensino médio,4,5,4,Pública,4.333333333333333
300,300,SJ,Integrado,Branca,Feminino,1,15,1-2 vezes por semana,0,Regular,Muito boa,Regular,Regular,1,2,4,4,1,Sim,Pós-graduação,Graduação,5,5,3,Privada,4.333333333333333
14,14,ETIM,Integrado,Parda,Feminino,2,16,< 1 vez por semana,2,Muito ruim,Ruim,Regular,Muito ruim,0,3,0,0,0,Não,Pós-graduação,Pós-graduação,5,4,3,Pública,4.0
156,156,ETIM,Integrado,Negra,Masculino,3,18,1-2 vezes por semana,0,Boa,Muito boa,Boa,Boa,2,3,3,0,1,Sim,Ensino médio,Ensino médio,3,4,4,Pública,3.6666666666666665
40,40,ETIM,Integrado,Branca,Masculino,3,18,1-2 vezes por semana,1,Boa,Muito boa,Boa,Boa,0,1,5,1,0,Não,Ensino médio,Ensino médio,4,5,4,Pública,4.333333333333333
379,379,ETEC-BQ,Conc-Sub,Negra,Masculino,2,17,> 3 vezes por semana,0,Regular,Regular,Muito boa,Regular,4,5,6,3,3,Não,Graduação,Ensino médio,4,4,4,Pública,4.0
449,449,ETEC-BQ,Conc-Sub,Branca,Masculino,4,19,2-3 vezes por semana,2,Regular,Boa,Boa,Boa,0,0,0,0,0,Sim,Fundamental 2,Fundamental 2,4,5,5,Pública,4.666666666666667
396,396,ETEC-BQ,Conc-Sub,Parda,Masculino,1,18,> 3 vezes por semana,0,Boa,Muito boa,Boa,Boa,1,0,2,3,0,Sim,Ensino médio,Ensino médio,5,4,5,Pública,4.666666666666667
216,216,IFSP,Integrado,Negra,Masculino,2,17,2-3 vezes por semana,0,Regular,Regular,Regular,Regular,0,0,0,1,0,Sim,Fundamental 2,Ensino médio,3,4,3,Pública,3.333333333333333
279,279,RB,Integrado,Branca,Feminino,3,18,2-3 vezes por semana,0,Boa,Muito boa,Boa,Regular,0,1,0,0,0,Sim,Graduação,Graduação,3,3,3,Privada,3.0
425,425,ETEC-BQ,Conc-Sub,Branca,Masculino,2,17,< 1 vez por semana,0,Boa,Muito boa,Muito boa,Boa,0,0,0,0,0,Não,Ensino médio,Graduação,3,3,3,Pública,3.0
421,421,ETEC-BQ,Conc-Sub,Negra,Masculino,2,17,2-3 vezes por semana,0,Ruim,Boa,Boa,Regular,0,0,0,0,0,Não,Ensino médio,Graduação,4,3,3,Pública,3.333333333333333
337,337,ETEC-OS,Conc-Sub,Negra,Masculino,2,18,< 1 vez por semana,0,Muito ruim,Muito boa,Muito boa,Regular,3,3,3,3,3,Não,Ensino médio,Fundamental 2,1,3,3,Pública,2.333333333333333
236,236,RB,Integrado,Branca,Masculino,1,15,2-3 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,1,0,1,0,0,Sim,Graduação,Graduação,3,4,4,Privada,3.6666666666666665
207,207,IFSP,Integrado,Negra,Feminino,2,16,2-3 vezes por semana,1,Ruim,Regular,Boa,Regular,2,2,3,0,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,4.0
212,212,IFSP,Integrado,Negra,Masculino,2,16,> 3 vezes por semana,2,Regular,Boa,Boa,Ruim,0,3,3,0,0,Sim,Graduação,Graduação,3,4,4,Pública,3.6666666666666665
295,295,SJ,Integrado,Branca,Masculino,1,15,2-3 vezes por semana,1,Muito ruim,Boa,Muito boa,Regular,1,1,3,1,1,Sim,Graduação,Graduação,1,4,4,Privada,3.0
447,447,ETEC-BQ,Conc-Sub,Parda,Masculino,4,19,1-2 vezes por semana,0,Boa,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Pós-graduação,Graduação,4,4,3,Pública,3.6666666666666665
251,251,RB,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,0,Regular,Muito boa,Muito boa,Boa,0,0,1,0,0,Sim,Graduação,Graduação,5,3,5,Privada,4.333333333333333
477,477,ETEC-HM,Conc-Sub,Parda,Feminino,3,19,> 3 vezes por semana,0,Regular,Boa,Muito boa,Muito boa,0,0,0,0,0,Não,Ensino médio,Ensino médio,3,3,3,Pública,3.0
448,448,ETEC-BQ,Conc-Sub,Parda,Masculino,4,19,< 1 vez por semana,0,Ruim,Boa,Boa,Boa,2,0,2,0,0,Não,Fundamental 2,Ensino médio,3,3,3,Pública,3.0
303,303,SJ,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,0,Ruim,Boa,Regular,Muito ruim,0,3,6,2,4,Sim,Pós-graduação,Pós-graduação,5,5,5,Privada,5.0
350,350,ETEC-BQ,Conc-Sub,Branca,Masculino,2,16,2-3 vezes por semana,0,Ruim,Muito boa,Boa,Boa,0,0,1,0,0,Sim,Ensino médio,Ensino médio,3,4,4,Pública,3.6666666666666665
269,269,RB,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,2,Muito boa,Muito boa,Muito boa,Boa,0,1,0,0,0,Sim,Graduação,Graduação,4,4,4,Privada,4.0
201,201,IFSP,Integrado,Branca,Feminino,2,17,2-3 vezes por semana,0,Regular,Boa,Boa,Regular,2,1,5,2,3,Sim,Pós-graduação,Ensino médio,4,5,4,Pública,4.333333333333333
161,161,ETIM,Integrado,Parda,Masculino,1,15,< 1 vez por semana,0,Regular,Muito boa,Boa,Muito boa,4,2,5,6,4,Não,Ensino médio,Graduação,3,3,3,Pública,3.0
43,43,ETIM,Integrado,Parda,Masculino,3,17,> 3 vezes por semana,3,Ruim,Muito boa,Regular,Regular,0,2,3,2,0,Sim,Ensino médio,Fundamental 1,4,3,5,Pública,4.0
217,217,IFSP,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,2,Regular,Muito boa,Muito boa,Ruim,0,1,1,0,0,Sim,Graduação,Graduação,3,4,3,Pública,3.333333333333333
401,401,ETEC-BQ,Conc-Sub,Parda,Feminino,1,18,> 3 vezes por semana,2,Muito ruim,Muito boa,Boa,Ruim,0,0,0,0,0,Não,Ensino médio,Ensino médio,4,3,3,Pública,3.333333333333333
190,190,IFSP,Integrado,Parda,Masculino,2,16,1-2 vezes por semana,0,Regular,Boa,Boa,Muito boa,0,0,0,0,0,Não,Fundamental 2,Graduação,3,4,4,Pública,3.6666666666666665
309,309,SJ,Integrado,Branca,Feminino,2,16,1-2 vezes por semana,0,Muito ruim,Muito boa,Boa,Boa,0,0,0,0,0,Sim,Pós-graduação,Pós-graduação,3,4,5,Privada,4.0
259,259,RB,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,1,Regular,Boa,Regular,Ruim,1,4,3,2,2,Não,Pós-graduação,Graduação,3,3,3,Privada,3.0
105,105,ETIM,Integrado,Parda,Masculino,1,15,> 3 vezes por semana,1,Boa,Muito boa,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,5,3,3,Pública,3.6666666666666665
53,53,ETIM,Integrado,Parda,Masculino,2,15,> 3 vezes por semana,0,Ruim,Boa,Boa,Regular,0,0,2,0,0,Sim,Fundamental 1,Fundamental 1,3,2,4,Pública,3.0
389,389,ETEC-BQ,Conc-Sub,Branca,Masculino,2,18,> 3 vezes por semana,0,Ruim,Regular,Boa,Muito ruim,0,0,4,0,0,Sim,Ensino médio,Ensino médio,4,3,4,Pública,3.6666666666666665
1,1,ETIM,Integrado,Parda,Feminino,1,15,2-3 vezes por semana,2,Ruim,Boa,Regular,Boa,0,1,0,0,0,Sim,Ensino médio,Fundamental 1,3,4,3,Pública,3.333333333333333
432,432,ETEC-BQ,Conc-Sub,Branca,Masculino,4,17,2-3 vezes por semana,0,Regular,Regular,Regular,Boa,0,0,5,2,2,Sim,Graduação,Ensino médio,2,3,3,Pública,2.6666666666666665
471,471,ETEC-HM,Conc-Sub,Parda,Feminino,2,17,> 3 vezes por semana,2,Muito ruim,Muito boa,Boa,Regular,0,0,0,0,0,Não,Fundamental 2,Fundamental 2,2,4,4,Pública,3.333333333333333
49,49,ETIM,Integrado,Branca,Masculino,3,17,> 3 vezes por semana,0,Regular,Boa,Boa,Boa,3,3,5,2,0,Não,Fundamental 1,Fundamental 1,2,4,3,Pública,3.0
80,80,ETIM,Integrado,Branca,Feminino,3,18,1-2 vezes por semana,1,Boa,Muito boa,Regular,Ruim,0,0,0,1,0,Sim,Ensino médio,Ensino médio,3,4,4,Pública,3.6666666666666665
205,205,IFSP,Integrado,Branca,Feminino,2,17,2-3 vezes por semana,3,Regular,Muito boa,Regular,Muito ruim,2,0,3,0,0,Sim,Ensino médio,Graduação,2,4,3,Pública,3.0
34,34,ETIM,Integrado,Parda,Feminino,1,15,1-2 vezes por semana,1,Boa,Regular,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,2,4,3,Pública,3.0
263,263,RB,Integrado,Branca,Masculino,2,16,2-3 vezes por semana,1,Regular,Muito boa,Muito boa,Muito boa,0,0,1,1,1,Sim,Pós-graduação,Graduação,4,4,4,Privada,4.0
366,366,ETEC-BQ,Conc-Sub,Negra,Masculino,1,18,< 1 vez por semana,1,Regular,Boa,Boa,Muito boa,2,0,2,0,0,Não,Ensino médio,Ensino médio,3,3,3,Pública,3.0
91,91,ETIM,Integrado,Branca,Feminino,3,18,> 3 vezes por semana,2,Regular,Regular,Boa,Muito ruim,1,6,6,2,3,Sim,Pós-graduação,Pós-graduação,4,5,5,Pública,4.666666666666667
339,339,ETEC-OS,Conc-Sub,Negra,Masculino,1,19,1-2 vezes por semana,1,Ruim,Boa,Boa,Muito boa,5,5,5,5,5,Não,Fundamental 2,Ensino médio,5,4,4,Pública,4.333333333333333
462,462,ETEC-HM,Conc-Sub,Parda,Feminino,1,19,> 3 vezes por semana,1,Regular,Muito boa,Muito boa,Regular,0,0,0,0,0,Não,Ensino médio,Ensino médio,5,5,5,Pública,5.0
52,52,ETIM,Integrado,Parda,Feminino,2,16,2-3 vezes por semana,3,Regular,Muito boa,Regular,Ruim,1,0,2,2,0,Sim,Fundamental 2,Ensino médio,3,4,4,Pública,3.6666666666666665
345,345,ETEC-OS,Conc-Sub,Parda,Feminino,2,19,< 1 vez por semana,0,Boa,Boa,Boa,Boa,4,4,4,4,4,Sim,Ensino médio,Ensino médio,2,4,4,Pública,3.333333333333333
264,264,RB,Integrado,Branca,Feminino,2,16,2-3 vezes por semana,1,Regular,Muito boa,Boa,Muito boa,0,0,2,0,1,Sim,Fundamental 1,Fundamental 2,1,3,4,Privada,2.6666666666666665
241,241,RB,Integrado,Branca,Masculino,1,15,< 1 vez por semana,2,Regular,Boa,Boa,Muito boa,2,1,6,5,2,Sim,Graduação,Pós-graduação,5,4,4,Privada,4.333333333333333
13,13,ETIM,Integrado,Parda,Feminino,2,16,2-3 vezes por semana,2,Regular,Muito boa,Muito boa,Muito boa,0,2,0,2,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,4.0
315,315,SJ,Integrado,Branca,Masculino,2,16,1-2 vezes por semana,1,Regular,Muito boa,Muito boa,Regular,0,2,0,4,2,Sim,Graduação,Ensino médio,4,3,4,Privada,3.6666666666666665
88,88,ETIM,Integrado,Parda,Masculino,3,17,2-3 vezes por semana,1,Ruim,Muito boa,Muito boa,Muito ruim,2,2,2,0,0,Não,Pós-graduação,Ensino médio,4,3,3,Pública,3.333333333333333
387,387,ETEC-BQ,Conc-Sub,Branca,Masculino,2,18,> 3 vezes por semana,0,Regular,Muito boa,Muito boa,Muito boa,0,0,0,1,0,Não,Ensino médio,Ensino médio,4,4,4,Pública,4.0
273,273,RB,Integrado,Branca,Masculino,3,16,< 1 vez por semana,1,Regular,Muito boa,Regular,Muito boa,0,2,3,0,2,Não,Graduação,Ensino médio,4,4,4,Privada,4.0
166,166,ETIM,Integrado,Negra,Masculino,1,15,2-3 vezes por semana,2,Boa,Muito boa,Boa,Boa,4,0,2,6,3,Sim,Ensino médio,Fundamental 2,4,4,3,Pública,3.6666666666666665
328,328,SJ,Integrado,Branca,Masculino,3,17,1-2 vezes por semana,1,Muito ruim,Boa,Boa,Ruim,0,0,0,0,0,Não,Graduação,Graduação,5,3,5,Privada,4.333333333333333
481,481,ETEC-HM,Conc-Sub,Branca,Feminino,3,18,> 3 vezes por semana,2,Regular,Muito boa,Boa,Regular,0,0,0,0,0,Não,Ensino médio,Ensino médio,4,5,4,Pública,4.333333333333333
134,134,ETIM,Integrado,Branca,Masculino,2,16,> 3 vezes por semana,2,Boa,Boa,Boa,Regular,0,0,1,1,0,Sim,Graduação,Graduação,4,4,4,Pública,4.0
306,306,SJ,Integrado,Branca,Masculino,2,16,1-2 vezes por semana,1,Muito ruim,Muito boa,Boa,Muito boa,0,0,0,0,0,Sim,Pós-graduação,Ensino médio,4,5,5,Privada,4.666666666666667
469,469,ETEC-HM,Conc-Sub,Negra,Feminino,3,19,< 1 vez por semana,1,Regular,Boa,Boa,Boa,0,0,0,0,0,Não,Fundamental 2,Fundamental 1,3,4,3,Pública,3.333333333333333
319,319,SJ,Integrado,Branca,Masculino,2,17,2-3 vezes por semana,1,Regular,Boa,Boa,Boa,0,5,1,0,0,Sim,Graduação,Pós-graduação,5,5,5,Privada,5.0
243,243,RB,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,1,Regular,Boa,Muito boa,Regular,0,2,1,0,0,Sim,Pós-graduação,Graduação,5,2,4,Privada,3.6666666666666665
54,54,ETIM,Integrado,Branca,Masculino,2,17,> 3 vezes por semana,0,Ruim,Ruim,Ruim,Ruim,1,2,3,1,1,Sim,Ensino médio,Graduação,3,3,3,Pública,3.0
363,363,ETEC-BQ,Conc-Sub,Branca,Masculino,1,16,> 3 vezes por semana,2,Ruim,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,5,4,Pública,4.333333333333333
50,50,ETIM,Integrado,Branca,Masculino,3,16,< 1 vez por semana,2,Boa,Muito boa,Regular,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,4.0
174,174,ETIM,Integrado,Branca,Feminino,2,17,2-3 vezes por semana,2,Muito ruim,Boa,Boa,Regular,4,3,6,1,5,Sim,Ensino médio,Ensino médio,3,4,3,Pública,3.333333333333333
445,445,ETEC-BQ,Conc-Sub,Branca,Masculino,2,16,> 3 vezes por semana,0,Ruim,Boa,Boa,Ruim,0,1,1,4,1,Sim,Ensino médio,Graduação,4,3,3,Pública,3.333333333333333
189,189,IFSP,Integrado,Branca,Masculino,2,16,< 1 vez por semana,0,Boa,Muito boa,Boa,Boa,4,0,4,2,0,Sim,Ensino médio,Graduação,5,4,4,Pública,4.333333333333333
485,485,ETEC-HM,Conc-Sub,Parda,Feminino,1,18,< 1 vez por semana,2,Regular,Muito boa,Boa,Ruim,0,0,0,0,0,Sim,Ensino médio,Fundamental 1,5,4,4,Pública,4.333333333333333
187,187,ETIM,Integrado,Parda,Masculino,3,18,> 3 vezes por semana,2,Boa,Muito boa,Boa,Boa,1,0,4,4,0,Não,Fundamental 1,Ensino médio,4,4,3,Pública,3.6666666666666665
169,169,ETIM,Integrado,Negra,Feminino,1,15,< 1 vez por semana,1,Ruim,Boa,Boa,Boa,0,1,1,0,0,Não,Graduação,Ensino médio,4,3,3,Pública,3.333333333333333
58,58,ETIM,Integrado,Branca,Masculino,2,16,2-3 vezes por semana,0,Regular,Boa,Boa,Boa,2,0,6,3,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,4.0
48,48,ETIM,Integrado,Branca,Masculino,3,17,< 1 vez por semana,0,Boa,Muito boa,Muito boa,Boa,2,0,4,0,0,Sim,Graduação,Fundamental 2,3,4,3,Pública,3.333333333333333
344,344,ETEC-OS,Conc-Sub,Parda,Masculino,2,19,> 3 vezes por semana,0,Regular,Boa,Regular,Ruim,2,2,2,2,2,Não,Fundamental 1,Fundamental 1,3,3,3,Pública,3.0
235,235,RB,Integrado,Branca,Masculino,1,16,2-3 vezes por semana,1,Boa,Muito boa,Boa,Boa,0,0,3,0,0,Sim,Pós-graduação,Graduação,4,4,4,Privada,4.0
252,252,RB,Integrado,Branca,Feminino,1,15,1-2 vezes por semana,0,Muito boa,Muito boa,Muito boa,Boa,1,3,2,1,0,Sim,Graduação,Graduação,4,4,4,Privada,4.0
21,21,ETIM,Integrado,Negra,Masculino,2,16,> 3 vezes por semana,1,Ruim,Muito boa,Regular,Muito boa,2,2,4,5,0,Não,Pós-graduação,Graduação,3,4,2,Pública,3.0
313,313,SJ,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,0,Regular,Muito boa,Muito boa,Muito boa,0,1,1,1,0,Sim,Graduação,Ensino médio,2,5,5,Privada,4.0
160,160,ETIM,Integrado,Parda,Masculino,1,16,1-2 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,1,2,0,0,0,Sim,Ensino médio,Graduação,5,5,5,Pública,5.0
276,276,RB,Integrado,Branca,Feminino,3,17,2-3 vezes por semana,1,Ruim,Muito boa,Boa,Regular,0,3,0,0,0,Sim,Graduação,Pós-graduação,2,5,3,Privada,3.333333333333333
443,443,ETEC-BQ,Conc-Sub,Branca,Masculino,4,19,1-2 vezes por semana,1,Ruim,Regular,Boa,Boa,3,0,3,0,0,Sim,Ensino médio,Ensino médio,3,4,4,Pública,3.6666666666666665
191,191,IFSP,Integrado,Parda,Masculino,2,17,< 1 vez por semana,0,Boa,Muito boa,Boa,Muito boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,4,5,Pública,4.333333333333333
385,385,ETEC-BQ,Conc-Sub,Parda,Feminino,2,17,> 3 vezes por semana,2,Muito boa,Boa,Muito boa,Muito ruim,0,5,6,2,2,Sim,Ensino médio,Fundamental 2,1,5,4,Pública,3.333333333333333
293,293,RB,Integrado,Branca,Feminino,3,17,> 3 vezes por semana,1,Regular,Muito boa,Boa,Boa,1,1,1,1,0,Sim,Graduação,Ensino médio,3,3,3,Privada,3.0
413,413,ETEC-BQ,Conc-Sub,Parda,Masculino,1,16,> 3 vezes por semana,0,Ruim,Boa,Boa,Boa,0,0,4,0,0,Sim,Fundamental 2,Fundamental 1,3,3,3,Pública,3.0
343,343,ETEC-OS,Conc-Sub,Parda,Feminino,2,19,2-3 vezes por semana,1,Ruim,Muito boa,Boa,Regular,3,3,3,3,3,Não,Graduação,Graduação,5,4,4,Pública,4.333333333333333
257,257,RB,Integrado,Branca,Feminino,2,15,1-2 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,0,1,1,2,0,Não,Graduação,Graduação,3,4,4,Privada,3.6666666666666665
308,308,SJ,Integrado,Parda,Masculino,2,16,1-2 vezes por semana,1,Muito ruim,Muito boa,Regular,Boa,1,3,3,0,4,Não,Pós-graduação,Fundamental 1,3,2,2,Privada,2.333333333333333
149,149,ETIM,Integrado,Branca,Feminino,1,15,2-3 vezes por semana,2,Boa,Boa,Boa,Ruim,0,0,0,0,0,Sim,Pós-graduação,Pós-graduação,3,5,3,Pública,3.6666666666666665
130,130,ETIM,Integrado,Branca,Masculino,3,19,> 3 vezes por semana,1,Regular,Boa,Regular,Regular,0,2,1,1,1,Sim,Ensino médio,Ensino médio,5,4,4,Pública,4.333333333333333
151,151,ETIM,Integrado,Branca,Feminino,1,16,2-3 vezes por semana,1,Regular,Boa,Boa,Ruim,0,0,0,0,1,Não,Ensino médio,Ensino médio,3,5,3,Pública,3.6666666666666665
359,359,ETEC-BQ,Conc-Sub,Parda,Masculino,1,18,< 1 vez por semana,1,Ruim,Boa,Boa,Muito boa,0,3,0,0,0,Não,Fundamental 2,Fundamental 2,3,4,4,Pública,3.6666666666666665
99,99,ETIM,Integrado,Branca,Masculino,1,15,1-2 vezes por semana,0,Boa,Muito boa,Regular,Muito boa,0,0,0,2,0,Sim,Ensino médio,Fundamental 2,5,4,4,Pública,4.333333333333333
372,372,ETEC-BQ,Conc-Sub,Parda,Feminino,3,17,> 3 vezes por semana,2,Muito ruim,Muito boa,Boa,Boa,0,3,0,0,0,Não,Ensino médio,Fundamental 2,4,4,4,Pública,4.0
87,87,ETIM,Integrado,Branca,Masculino,3,17,2-3 vezes por semana,1,Boa,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,4,5,Pública,4.333333333333333
458,458,ETEC-HM,Conc-Sub,Branca,Masculino,2,19,> 3 vezes por semana,1,Regular,Muito boa,Boa,Boa,0,0,0,0,1,Não,Ensino médio,Ensino médio,5,5,5,Pública,5.0
330,330,ETEC-OS,Conc-Sub,Branca,Feminino,1,16,> 3 vezes por semana,2,Regular,Muito boa,Boa,Regular,3,3,3,3,3,Sim,Ensino médio,Fundamental 1,4,5,5,Pública,4.666666666666667
214,214,IFSP,Integrado,Parda,Feminino,2,16,> 3 vezes por semana,1,Regular,Boa,Muito boa,Regular,1,6,3,4,2,Não,Ensino médio,Ensino médio,2,4,3,Pública,3.0
466,466,ETEC-HM,Conc-Sub,Parda,Masculino,3,17,> 3 vezes por semana,0,Regular,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Fundamental 2,Ensino médio,3,3,3,Pública,3.0
121,121,ETIM,Integrado,Branca,Masculino,2,16,> 3 vezes por semana,0,Regular,Boa,Boa,Muito boa,0,1,2,2,0,Sim,Graduação,Graduação,5,5,5,Pública,5.0
488,488,ETEC-HM,Conc-Sub,Negra,Masculino,1,19,2-3 vezes por semana,0,Muito ruim,Boa,Boa,Regular,0,0,0,0,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,4.0
20,20,ETIM,Integrado,Branca,Feminino,2,17,< 1 vez por semana,2,Muito ruim,Boa,Boa,Regular,1,4,0,0,1,Sim,Graduação,Graduação,4,4,4,Pública,4.0
188,188,ETIM,Integrado,Negra,Masculino,3,18,1-2 vezes por semana,0,Boa,Boa,Boa,Regular,1,0,2,2,0,Sim,Ensino médio,Ensino médio,3,2,2,Pública,2.333333333333333
71,71,ETIM,Integrado,Branca,Masculino,1,15,< 1 vez por semana,0,Boa,Boa,Boa,Boa,0,0,0,0,0,Sim,Fundamental 2,Fundamental 2,4,3,3,Pública,3.333333333333333
106,106,ETIM,Integrado,Branca,Masculino,1,16,1-2 vezes por semana,0,Regular,Boa,Regular,Boa,0,0,2,0,0,Não,Graduação,Ensino médio,5,3,4,Pública,4.0
270,270,RB,Integrado,Branca,Feminino,3,18,> 3 vezes por semana,1,Regular,Muito boa,Boa,Ruim,0,0,2,0,0,Sim,Graduação,Graduação,3,3,4,Privada,3.333333333333333
348,348,ETEC-BQ,Conc-Sub,Parda,Masculino,1,18,< 1 vez por semana,0,Boa,Muito boa,Muito boa,Muito boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 2,4,4,4,Pública,4.0
435,435,ETEC-BQ,Conc-Sub,Parda,Feminino,1,19,> 3 vezes por semana,1,Regular,Regular,Boa,Regular,0,0,0,0,0,Sim,Fundamental 1,Fundamental 1,4,3,3,Pública,3.333333333333333
102,102,ETIM,Integrado,Branca,Masculino,1,15,< 1 vez por semana,1,Regular,Boa,Boa,Boa,2,0,0,0,0,Sim,Ensino médio,Ensino médio,4,4,3,Pública,3.6666666666666665
